,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,sleep
0,2014-03-16,6,6.5,-0.5,0.5,,746.3150000572202,0.0,0.0,116.333,2400.102,0.0,0.0,0.0,0.0,48.325,39.985,0.0,0.0,0.0,,15.424525277777777
1,2014-03-17,0,6.5,0.5,0.0,0.145299145299145,8669.900000572203,6.0,0.0,1392.999,4786.894,320.024,0.0,0.0,0.0,128.88099999999997,123.80600000000001,0.0,0.0,0.0,,12.060845833333333
2,2014-03-18,1,8.0,0.8,1.0,0.35158417454944824,6820.626001119612,15.0,1.0,2703.1839999999997,3947.965,2280.097,0.0,0.0,0.0,89.302,212.87099999999998,0.0,0.0,0.0,,13.511535277777778
3,2014-03-19,2,7.4,0.2,0.6,0.45205187594161284,7920.775000095371,3.0,1.0,1524.8529999999998,2403.1899999999996,154.147,0.0,0.0,0.0,97.80499999999999,51.841,567.165,0.0,0.0,,15.624279722222221
4,2014-03-20,3,6.5,-0.5,0.25,0.3550261276127612,4095.8410019874586,6.0,0.0,1519.766,2080.793,118.79899999999999,0.0,0.0,0.0,94.65099999999998,94.48800000000001,0.0,0.0,0.0,,16.962415833333335
5,2014-03-21,4,7.5,-0.25,0.75,0.4530748860109915,8783.810998678211,13.0,2.0,2413.4719999999998,3025.1940000000004,71.373,0.0,0.0,0.0,34.005,288.28099999999995,311.34299999999996,0.0,0.0,,7.711405
6,2014-03-22,5,7.0,-1.25,0.0,0.6106273305187591,8297.846002817147,27.0,1.0,1912.3640000000003,1314.297,966.0110000000002,0.0,0.0,0.0,43.051,538.079,901.308,0.0,0.0,,15.856679444444445
7,2014-03-23,6,6.25,-0.75,0.0,0.23683400798562876,6254.576000928882,9.0,1.0,1032.127,2312.727,345.25199999999995,0.0,0.0,0.0,66.363,166.117,1236.239,0.0,0.0,,12.0
8,2014-03-24,0,6.0,0.2,-0.6,0.3055988399466659,2337.858999490738,3.0,0.0,819.019,3088.7529999999997,307.231,0.0,0.0,0.0,79.396,246.11599999999999,37.212,0.0,0.0,,11.0
9,2014-03-25,1,8.0,-1.0,1.0,0.31785565345708855,4699.6799993515015,6.0,0.0,2710.713,2904.4979999999996,697.502,0.0,0.0,0.0,46.454,148.447,0.0,0.0,0.0,,13.600768055555555
10,2014-03-26,2,6.8,-1.4,0.0,0.47396704293331043,5573.225001811981,6.0,0.0,1783.2149999999997,908.472,936.0619999999999,0.0,0.0,0.0,48.92100000000001,1498.783,0.0,0.0,0.0,,14.732527222222222
11,2014-03-27,3,7.5,-0.5,0.75,0.3722780886817727,4403.471998929977,5.0,0.0,2306.608,3640.3859999999995,508.1049999999999,0.0,0.0,0.0,36.252,135.10399999999998,0.0,0.0,67.16300000000001,,13.105128055555557
12,2014-03-28,4,7.2,-0.2,0.6,0.3310718545049721,6286.5209991931915,3.0,0.0,967.0920000000001,2224.125,670.3140000000001,0.0,0.0,0.0,820.488,2709.468,0.0,0.0,0.0,,15.792151944444445
13,2014-03-29,5,7.0,-0.75,0.25,0.37666751237367324,4599.822996616364,9.0,2.0,17745.09,1701.703,1100.594,0.0,0.0,0.0,53.59,465.341,501.64399999999995,0.0,0.0,,12.0
14,2014-03-30,6,6.75,-1.5,0.75,0.48213866639479874,4104.186000108718,10.0,1.0,822.5569999999999,1561.127,1278.5939999999998,0.0,0.0,0.0,46.964,398.663,0.0,0.0,0.0,,11.0
15,2014-03-31,0,7.2,-0.4,0.4,0.21062824834948737,4680.699998855592,13.0,2.0,1041.204,2501.2320000000004,354.965,0.0,0.0,0.0,141.009,249.35799999999998,0.0,0.0,0.0,,14.144094722222222
16,2014-04-01,1,7.6,-0.2,1.0,0.2274688472242218,2230.994997978211,2.0,1.0,2479.6320000000005,518.826,38.085,0.0,0.0,0.0,165.23200000000003,1980.3940000000002,345.20000000000005,0.0,0.0,,16.75731111111111
17,2014-04-02,2,6.8,-0.6,0.0,0.43759728970633177,7725.686000347136,3.0,0.0,2179.608,3639.5769999999998,1060.345,0.0,0.0,0.0,152.541,254.68800000000002,0.0,0.0,0.0,,19.91052
18,2014-04-03,3,5.5,-0.5,-0.25,0.4141250962254187,6689.557000398634,1.0,0.0,1497.647,3483.14,342.428,0.0,0.0,0.0,53.246,185.63400000000001,254.826,0.0,0.0,,13.299894166666666
19,2014-04-04,4,6.0,-1.0,0.0,0.32016950273085365,3811.4090015888223,5.0,0.0,808.6890000000001,2982.0150000000003,206.359,0.0,0.0,0.0,149.707,139.225,63.468,0.0,0.0,,13.000371111111113
20,2014-04-05,5,7.8,0.2,0.6,0.41738387640811,9488.749001264569,9.0,1.0,1663.601,1890.734,1220.2219999999998,0.0,0.0,0.0,103.228,154.209,388.071,0.0,0.0,,12.319953333333334
21,2014-04-06,6,5.25,-1.25,-0.5,0.2783120888721945,5771.9399983882895,6.0,0.0,946.531,1434.586,1002.97,0.0,0.0,0.0,32.148,330.342,0.0,0.0,0.0,,7.554481666666666
22,2014-04-07,0,6.0,-0.2,0.2,0.2383502476868058,7944.606998682024,2.0,0.0,1728.544,3899.562,737.9159999999999,0.0,0.0,0.0,101.51400000000001,1987.7849999999999,0.0,0.0,0.0,,18.617296111111113
23,2014-04-08,1,6.75,0.0,0.25,0.21309800783854843,3886.035999536516,11.0,1.0,1149.441,1995.1259999999997,193.47999999999996,0.0,0.0,0.0,116.948,824.3490000000002,0.0,0.0,0.0,,12.0
24,2014-04-09,2,6.75,-1.0,0.5,0.28433877850799527,5642.332999944685,9.0,1.0,1063.8419999999999,2583.8010000000004,597.8439999999999,0.0,0.0,0.0,71.47999999999999,234.74400000000003,0.0,0.0,0.0,,15.722627777777777
25,2014-04-10,3,7.0,0.25,0.5,0.448422663501547,7353.002999067307,4.0,1.0,1583.1530000000002,2586.5060000000003,711.484,0.0,0.0,0.0,105.985,197.34000000000003,525.1129999999999,0.0,2.045,,12.0
26,2014-04-11,4,7.0,-0.25,0.75,0.538598684058888,3932.4550008773817,4.0,1.0,1278.5060000000003,1862.811,713.9559999999999,0.0,0.0,0.0,156.421,526.178,0.0,0.0,0.0,,15.994030833333333
27,2014-04-12,5,6.0,0.0,0.0,0.376237623762376,5455.503000259398,6.0,1.0,1746.033,1971.3359999999998,0.0,0.0,0.0,0.0,36.042,377.625,630.9290000000001,0.0,6.986,,6.9258425
28,2014-04-13,6,6.8,-0.6,0.0,0.4451998050682261,3179.3849985599527,3.0,0.0,882.7169999999999,1030.667,371.52,0.0,0.0,0.0,84.084,98.02599999999998,521.8309999999999,0.0,0.0,,12.0
29,2014-04-14,0,8.25,0.0,1.0,0.37192710114803407,2916.953001260758,9.0,7.0,913.0329999999999,1872.2659999999998,95.77199999999999,0.0,0.0,0.0,27.226,83.94,0.0,0.0,84.488,,14.581219722222222
30,2014-04-15,1,6.5,0.5,0.0,0.325,701.2870004177096,2.0,0.0,99.003,445.917,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,,18.870070555555557
31,2014-04-16,2,8.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.71540388888889
32,2014-04-17,3,6.5,0.5,0.5,,41.23499965667722,5.0,2.0,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.455895555555555
33,2014-04-19,5,7.0,-2.0,0.0,,187.3220000267031,1.0,0.0,10.09,72.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0
34,2014-04-22,1,5.0,-1.0,1.0,,13.08000016212468,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,,14.0
