,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_std,circumplex.arousal_std,circumplex.valence_std,activity_std
0,2014-04-01,1,8.0,-1.0,1.5,,2715.7419991493234,4.0,0.0,259.09400000000005,1616.404,634.479,0.0,0.0,31.127,265.192,13.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2014-04-02,2,7.0,0.0,0.0,0.16493096458489534,6280.1409983634985,5.0,2.0,557.439,2087.999,2623.6380000000004,0.0,0.0,54.259,82.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2167225375878998
2,2014-04-03,3,8.0,-0.25,0.5,0.11351887500281606,4925.860998630524,2.0,1.0,311.777,2912.9420000000005,4928.335,0.0,0.0,58.17,113.405,0.0,319.217,0.0,0.0,0.0,0.0,0.0,0.0,0.1320346973283897
3,2014-04-04,4,8.0,-0.5,0.5,0.07394992125320084,5236.956001520157,1.0,4.0,314.78000000000003,3309.647000000001,541.524,0.0,0.0,0.0,57.90899999999999,61.324,0.0,0.0,5.024,0.0,0.0,0.0,0.0,0.13820610478549325
4,2014-04-05,5,8.4,1.4,1.4,0.06235701481564246,3774.8659999370584,5.0,0.0,1081.431,1495.6919999999998,860.0659999999999,0.0,0.0,0.0,131.054,198.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08548443801614368
5,2014-04-06,6,7.6,-1.4,0.0,0.06470613484339814,4897.057998180391,1.0,4.0,588.083,2678.5760000000005,1167.762,0.0,0.0,0.0,69.807,188.90499999999997,243.971,0.0,10.029,0.0,0.0,0.0,0.0,0.10246172566071395
6,2014-04-07,0,7.0,-0.5,-0.5,0.08243160865190322,5388.959000110626,11.0,8.0,1756.4860000000003,2536.077,1211.1130000000003,0.0,0.0,0.0,52.179,0.0,90.09700000000001,0.0,0.0,22.431,0.0,0.0,0.0,0.13568460734777615
7,2014-04-08,1,7.8,0.4,0.2,0.07162504736842977,4178.6540014743805,1.0,0.0,667.61,2672.6900000000005,1340.512,0.0,0.0,0.0,65.568,48.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11865144437586228
8,2014-04-09,2,7.333333333333333,0.3333333333333333,0.0,0.08153097175156,4124.162000179292,15.0,2.0,1278.908,2117.4980000000005,2505.198,0.0,0.0,0.0,26.176000000000002,0.0,85.631,0.0,0.0,0.0,0.0,0.0,0.0,0.14218121165185493
9,2014-04-10,3,8.25,0.25,0.75,0.08538139252507375,4656.294999599457,2.0,0.0,168.361,3238.077,844.4039999999999,0.0,0.0,0.0,84.35600000000001,338.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10915864946511168
