,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_std,circumplex.arousal_std,circumplex.valence_std,activity_std
0,2014-03-24,0,7.0,-1.0,0.0,0.043431899641577044,2508.2549996376047,3.0,0.0,43.495,1100.5140000000001,1073.3770000000002,0.0,0.0,0.0,220.348,292.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038072570933601564
1,2014-03-25,1,7.0,-0.2,0.6,0.1377085877085877,7729.77000069618,0.0,0.0,116.887,3930.897000000001,2999.969,0.0,0.0,276.93800000000005,112.22,874.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999850360433655
2,2014-03-26,2,8.0,0.5,1.5,0.13556265296587802,7892.531001091003,2.0,0.0,212.512,3234.5,1950.9569999999999,0.0,0.0,35.692,60.047000000000004,3143.6530000000002,564.176,0.0,0.0,0.0,0.0,0.0,0.0,0.19754632180985054
3,2014-03-27,3,7.0,0.25,0.25,0.13232860520094558,8167.157000541684,1.0,0.0,523.6959999999999,4045.84,2453.259,0.0,0.0,0.0,55.647999999999996,1081.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15515945427198913
4,2014-03-28,4,7.6,-0.2,0.8,0.17147079420003294,6928.638001918794,0.0,1.0,42.311,3588.1910000000003,1995.9959999999999,0.0,0.0,42.263,367.836,3417.1030000000005,80.015,0.0,0.0,0.0,0.0,0.0,0.0,0.16813162653818434
5,2014-03-29,5,7.8,0.0,1.0,0.11158088235294117,3907.1309998035445,0.0,0.0,32.411,1881.4829999999997,786.5549999999998,0.0,0.0,0.0,101.467,1257.5230000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14018315162763428
6,2014-03-30,6,7.8,0.0,0.8,0.21129785247432314,8933.720999002451,1.0,4.0,1874.664,549.8459999999999,2057.888999999999,0.0,2386.3320000000003,0.0,44.391,2072.094,0.0,0.0,0.0,4.859,0.0,0.0,0.0,0.21981900543748417
7,2014-03-31,0,7.0,-0.2,0.4,0.16060545689131747,7504.32200050354,1.0,0.0,2017.195,2061.095,2416.3320000000003,0.0,0.0,27.522,49.306,2699.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15876471092928252
8,2014-04-01,1,7.75,0.0,0.75,0.22585362340247242,8370.869999647139,3.0,0.0,1351.4840000000002,4034.7209999999995,775.56,0.0,866.915,0.0,56.760999999999996,2224.1189999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16978697310717497
9,2014-04-02,2,6.8,-0.6,0.4,0.1625525210084034,9183.50400090218,4.0,0.0,597.655,4435.702,1418.4969999999998,0.0,0.0,167.0,58.694,2845.707,22.122,0.0,0.0,0.0,0.0,0.0,0.0,0.1309243655028692
10,2014-04-03,3,7.2,0.0,0.4,0.20957389809629753,7130.967000246046,2.0,0.0,509.23999999999995,3895.8750000000005,1316.649,0.0,9.028,0.0,54.772,1875.6380000000001,167.51500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2175349468592757
11,2014-04-04,4,7.0,-0.4,0.2,0.1495238095238096,9345.66300010681,0.0,0.0,859.8790000000001,3580.0789999999997,1366.65,0.0,1636.732,0.0,41.732,2963.0199999999995,549.962,0.0,0.0,0.0,0.0,0.0,0.0,0.17232546874118984
12,2014-04-05,5,7.0,-0.4,0.8,0.2922739018087855,4097.588000059133,2.0,0.0,537.624,1395.3129999999999,559.4639999999999,0.0,0.0,0.0,81.583,2637.35,119.68,0.0,0.0,0.0,0.0,0.0,0.0,0.30284997847118456
