,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
0,2014-03-31,0,6.5,0.0,0.0,0.02415116662998018,1870.4369995594016,0.0,0.0,818.388,93.215,181.001,159.49699999999999,0.0,0.0,40.548,691.1659999999999,0.0,0.0,6.177,
1,2014-04-01,1,7.5,0.0,0.0,0.12660997993345266,8599.743999242784,2.0,0.0,3753.8109999999997,3027.9190000000003,11.341,72.65299999999999,456.729,0.0,110.38299999999998,2115.055,350.225,0.0,0.0,
2,2014-04-02,2,6.8,-0.2,0.4,0.0432156771266439,11887.370000839237,2.0,0.0,2318.685,2724.0619999999994,884.173,274.499,63.557,0.0,104.937,3621.688,160.134,0.0,580.7480000000002,
3,2014-04-03,3,8.0,0.0,1.25,0.15111305136626185,9165.401001453405,0.0,0.0,6674.120000000001,2876.201,1003.6469999999999,37.822,0.0,0.0,83.416,2340.7870000000003,153.465,0.0,0.0,
4,2014-04-04,4,5.75,-0.5,0.0,0.12490594575684993,13760.366001367565,3.0,0.0,3474.3720000000003,5675.670999999999,495.668,34.124,194.18400000000003,0.0,106.34400000000001,2740.811,236.29299999999998,11.044,163.92399999999995,
5,2014-04-05,5,7.6,-0.8,0.8,0.027859790738960884,7930.456998109817,0.0,0.0,2074.759,1473.5320000000002,414.386,0.0,304.83,0.0,88.969,2144.604,0.0,8.355,545.14,
6,2014-04-06,6,7.2,-0.6,0.6,0.012253036714243605,5941.962999582291,0.0,0.0,886.498,1031.141,334.148,0.0,0.0,0.0,50.495000000000005,2795.492,0.0,21.088,0.0,
7,2014-04-07,0,8.0,0.2,1.25,0.1116669789967582,11464.430001258852,0.0,0.0,11171.200999999997,2729.308,1081.947,23.637999999999998,170.601,0.0,65.002,3634.2149999999997,305.136,0.0,0.0,
8,2014-04-08,1,7.8,-0.2,1.0,0.09885041974956743,7366.385003089905,0.0,0.0,5743.239,3201.299,0.0,0.0,74.429,0.0,57.39,1976.012,120.94899999999998,19.103,0.0,
9,2014-04-09,2,7.0,-1.0,1.0,0.24384687059123447,12251.725998640057,0.0,1.0,2656.331,2147.7439999999997,230.748,93.374,4.021,0.0,214.173,1667.5689999999995,0.0,0.0,6.101,
10,2014-04-10,3,7.0,-1.0,0.5,0.22384842747091244,8174.054998397829,0.0,0.0,3769.5109999999995,2599.008,901.585,38.55799999999999,108.07600000000001,0.0,68.916,1479.618,692.413,0.0,3.012,
11,2014-04-11,4,7.4,-0.6,0.0,0.33323058134916983,25290.746998786915,10.0,8.0,3681.9109999999996,5391.554,136.636,130.21200000000002,0.0,0.0,122.25900000000001,1602.845,1441.1970000000001,0.0,12.924,
12,2014-04-12,5,7.8,-0.75,1.25,0.03719255598302549,11483.372000932697,0.0,0.0,3001.044,3099.4809999999998,471.004,46.519,986.146,0.0,73.032,3307.001999999999,0.0,50.387,960.4370000000001,
13,2014-04-13,6,7.2,-0.6,0.75,0.04242497739525186,9758.65600156784,2.0,0.0,1807.876,3783.5959999999995,258.271,0.0,378.54999999999995,0.0,49.888,2498.3569999999995,0.0,30.054,153.529,
14,2014-04-14,0,6.8,-1.0,0.5,0.10611959993778808,10881.651001691815,0.0,1.0,5240.121999999999,5093.312000000001,38.197,45.421,94.11,0.0,58.638000000000005,1918.339,7.27,0.0,327.859,
15,2014-04-15,1,6.8,-0.2,0.4,0.11725857496542645,9848.605000257488,0.0,0.0,3396.787,3102.1890000000003,0.0,153.30300000000003,943.384,0.0,104.314,3156.2920000000004,0.0,0.0,2.097,
16,2014-04-16,2,6.2,0.6,-0.4,0.03589232647840624,10166.238999128343,0.0,0.0,3731.1519999999996,3213.133,1455.42,76.49600000000001,4.053,0.0,55.21799999999999,3582.524,0.0,0.0,0.0,
17,2014-04-17,3,7.8,-0.5,0.75,0.10793741525463707,9490.893999099726,2.0,0.0,2333.571,2112.354,689.76,31.242,158.831,0.0,63.008,3298.566,0.0,21.632,0.0,
18,2014-04-18,4,5.8,-0.2,0.0,0.03475107975080798,10498.707997798921,0.0,0.0,2534.0240000000003,2410.253,233.80700000000002,204.442,974.711,0.0,51.486,1592.8890000000004,143.316,9.035,1304.114,
19,2014-04-19,5,6.75,-0.5,0.3333333333333333,0.020545114412761068,6235.212999582292,1.0,0.0,976.055,816.547,284.044,24.537,0.0,0.0,48.751,2019.869,202.421,18.08,1162.0819999999999,
20,2014-04-20,6,7.8,-0.4,1.0,0.03128380739640308,5530.367001056671,0.0,0.0,821.747,172.104,278.96500000000003,0.0,211.4,0.0,46.487,1985.29,0.0,0.0,781.87,
21,2014-04-21,0,8.0,-0.25,1.0,0.07565666982961561,4831.646000623701,0.0,0.0,1067.223,1165.4810000000002,57.391,0.0,67.439,0.0,46.431999999999995,1362.646,171.58300000000003,43.577,256.48799999999994,
22,2014-04-22,1,7.25,-0.75,1.0,0.15725290411542997,15713.050998926152,0.0,0.0,7992.443000000001,2765.222,1580.7930000000001,0.0,47.307,0.0,46.479,2267.347,185.81,0.0,20.337,
