,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
0,2014-04-02,2,6.666666666666667,0.0,0.6666666666666666,0.234817017504906,13322.02599930763,1.0,0.0,1483.2839999999999,1084.376,166.22,58.169,0.0,87.49800000000002,289.00300000000004,0.0,0.0,
1,2014-04-03,3,6.6,0.6,1.0,0.1995016566134578,13373.792999744415,3.0,0.0,504.72999999999996,886.3,126.547,19.074,0.0,161.8,76.273,0.0,0.0,
2,2014-04-04,4,6.8,0.4,0.4,0.13380405046845265,2560.0580003261543,2.0,0.0,595.415,133.87900000000002,176.81,0.0,0.0,9.051,213.823,0.0,0.0,
3,2014-04-05,5,7.4,0.8,0.6,0.24320235873090726,5775.230000257488,5.0,0.0,1474.7090000000003,712.1569999999999,211.67799999999997,2.034,331.018,135.78300000000002,0.0,51.254000000000005,0.0,
4,2014-04-06,6,6.6,0.0,0.2,0.16746382304680313,7647.479999542234,1.0,1.0,1924.4170000000001,842.527,145.75900000000001,54.044999999999995,0.0,46.382999999999996,17.041,0.0,0.0,
5,2014-04-07,0,6.6,0.2,0.2,0.14697043087965836,5538.424000501636,1.0,2.0,880.184,834.1930000000001,44.18899999999999,36.157,0.0,11.035,60.230000000000004,0.0,0.0,
6,2014-04-08,1,7.0,0.6,0.6,0.1430965546015584,3232.706998825074,1.0,0.0,1419.4960000000003,936.97,287.216,64.352,24.468,253.561,308.82599999999996,0.0,0.0,
7,2014-04-09,2,7.0,0.2,0.6,0.21966037814426126,3999.752999305725,1.0,0.0,1222.321,2335.382,237.66200000000003,27.095,12.306000000000001,71.124,229.701,0.0,0.0,
8,2014-04-10,3,7.2,0.4,0.6,0.20133600688258002,13377.150998592371,2.0,3.0,2224.876,4567.728,159.044,0.0,71.53399999999999,62.44,304.78299999999996,0.0,0.0,
9,2014-04-11,4,7.8,0.6,1.2,0.27244674173205335,13752.386998891827,10.0,2.0,6474.308000000001,5472.478999999999,161.51500000000001,158.53599999999997,191.393,87.55699999999999,321.426,0.0,0.0,
10,2014-04-12,5,7.0,0.6,0.8,0.22101963704498265,8203.07899999619,5.0,0.0,694.322,1512.6009999999999,0.0,32.255,22.069000000000003,9.031,21.097,0.0,0.0,
11,2014-04-13,6,6.8,-0.6,1.0,0.3745078870731222,8277.773000240324,5.0,1.0,1577.0870000000002,384.14599999999996,467.035,0.0,14.316,63.173,30.151,0.0,0.0,
12,2014-04-14,0,6.2,-0.8,0.0,0.12203956005680147,7150.95499920845,0.0,2.0,1634.5760000000002,1712.0120000000002,194.87800000000001,6.018,11.328,204.19,500.70199999999994,0.0,0.0,
