,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_std,circumplex.arousal_std,circumplex.valence_std,activity_std
0,2014-04-16,2,7.0,0.3333333333333333,0.3333333333333333,0.09502751346574717,4944.646000862122,5.0,1.0,765.403,1107.526,296.78499999999997,0.0,0.0,0.0,107.616,4201.893999999999,0.0,27.135,164.93200000000002,0.0,0.0,0.0,0.0,0.11860860907644703
1,2014-04-17,3,7.2,-0.6,1.4,0.07217218985162761,18855.78100156784,2.0,0.0,2442.832,855.1450000000001,920.1869999999999,0.0,0.0,0.0,152.83399999999997,6420.128999999998,0.0,0.0,283.44500000000005,0.0,0.0,0.0,0.0,0.10229981684213339
2,2014-04-18,4,7.4,-0.8,0.8,0.03685191214565248,11030.036000251765,3.0,1.0,1555.364,1833.5369999999998,675.412,0.0,0.0,0.0,70.61,6281.792999999999,0.0,0.0,102.36900000000001,0.0,0.0,0.0,0.0,0.06755533943897807
3,2014-04-19,5,7.666666666666667,0.0,1.0,0.2593056365681861,10002.624000310896,2.0,0.0,2879.4610000000002,3989.4989999999993,438.444,0.0,0.0,0.0,55.455,3960.0640000000008,0.0,0.0,83.939,0.0,0.0,0.0,0.0,0.29001704122993444
4,2014-04-20,6,7.4,0.0,1.2,0.030758153108671048,10896.482999324795,0.0,0.0,669.192,1610.6270000000002,1526.508,0.0,0.0,0.0,60.848000000000006,7490.158,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.04404977564288826
5,2014-04-21,0,7.2,0.0,0.6,0.03946064627478818,10135.54299950599,0.0,0.0,621.054,1390.4449999999997,962.3400000000001,0.0,0.0,0.0,63.275000000000006,9143.260999999999,3.019,0.0,4.208,0.0,0.0,0.0,0.0,0.05148898744611814
6,2014-04-22,1,6.2,-0.6,-0.2,0.08549666518980885,20483.75799894334,7.0,0.0,3783.64,1313.671,1181.991,0.0,0.0,0.0,78.571,7711.711000000001,52.436,0.0,90.13199999999999,0.0,0.0,0.0,0.0,0.10080218333022688
7,2014-04-23,2,5.2,-0.2,-0.6,0.007715200197129401,6824.430000305176,1.0,0.0,865.25,276.21700000000004,1206.39,0.0,0.0,0.0,68.26299999999999,4779.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016428797244661186
8,2014-04-24,3,7.0,-0.25,1.0,0.13427262029035048,8703.77899980545,5.0,3.0,3016.506,2518.994,775.334,0.0,0.0,0.0,67.548,3687.5240000000003,50.712,0.0,90.989,0.0,0.0,0.0,0.0,0.16703449059635075
9,2014-04-25,4,8.4,0.8,1.0,0.14645039109659086,9947.085997581482,31.0,2.0,4057.2560000000003,1350.607,538.707,0.0,0.0,0.0,52.19200000000001,2758.2599999999998,36.169,0.0,0.0,0.0,0.0,0.0,0.0,0.20557548186572186
10,2014-04-26,5,7.6,0.4,1.0,0.33928663596710834,7284.819000482559,18.0,4.0,3269.482,331.262,226.066,0.0,0.0,0.0,55.925,3123.041,0.0,4.011,22.697,0.0,0.0,0.0,0.0,0.29915478397608347
11,2014-04-27,6,6.2,-1.2,0.4,0.05465430293341843,19398.577001571655,4.0,0.0,2664.72,1552.459,1661.577,0.0,0.0,0.0,61.369,8264.921,0.0,0.0,4.976,0.0,0.0,0.0,0.0,0.10496412722099127
12,2014-04-28,0,6.75,-1.25,0.75,0.08282125906813986,22753.78800058365,2.0,1.0,4788.742,2341.413,937.921,3.106,0.0,0.0,58.507,7012.939,0.0,0.0,336.839,0.0,0.0,0.0,0.0,0.11171094778691339
