,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_std,circumplex.arousal_std,circumplex.valence_std,activity_std,days
0,2014-03-19,2,6.8,-1.0,1.4,,11526.837001323693,0.0,2.0,1804.64,6479.004999999999,1763.2230000000002,0.0,0.0,0.0,90.872,941.66,145.957,255.16,0.0,0.0,0.0,0.0,0.0,,0
1,2014-03-20,3,5.25,-0.75,-0.25,,10738.88800024986,0.0,1.0,1493.6190000000004,6893.656,1129.463,0.0,0.0,0.0,87.433,1085.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2,2014-03-21,4,7.0,0.3333333333333333,1.0,,17950.13300013542,0.0,0.0,897.921,3941.176,783.125,0.0,0.0,0.0,90.276,1859.596,164.604,0.0,31.218,0.0,0.0,0.0,0.0,,2
3,2014-03-22,5,6.0,-0.4,0.0,,11019.821000576025,0.0,0.0,525.192,6418.445999999999,1858.396,0.0,0.0,0.0,357.72,1285.583,614.246,114.432,0.0,0.0,0.0,0.0,0.0,,3
4,2014-03-23,6,7.75,0.0,1.5,,10202.637996912004,0.0,0.0,681.146,7697.431,632.796,0.0,0.0,0.0,113.335,766.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4
5,2014-03-24,0,8.0,0.5,1.0,,5517.1549985408765,4.0,9.0,1452.4489999999998,3062.209,513.355,0.0,0.0,0.0,188.645,533.7950000000001,58.215,0.0,0.0,0.0,0.0,0.0,0.0,,5
6,2014-03-25,1,7.666666666666667,-0.5,1.3333333333333333,0.1343449018025289,12516.447998046866,4.0,0.0,1127.023,7485.306,1492.521,0.0,0.0,0.0,643.485,1495.451,130.934,0.0,0.0,0.0,0.0,0.0,0.0,0.1738721337671023,6
7,2014-03-26,2,6.6,0.2,0.6,0.1032937312856176,9189.55200004578,8.0,4.0,2381.75,4506.427,1274.317,0.0,0.0,0.0,103.919,670.895,203.741,0.0,0.0,0.0,0.0,0.0,0.0,0.1414337017322191,7
8,2014-03-27,3,6.8,0.2,0.4,0.089700247915258,9708.778999090197,2.0,8.0,1945.115,4822.2970000000005,261.867,0.0,0.0,0.0,60.27799999999999,2251.693,51.768,0.0,0.0,0.0,0.0,0.0,0.0,0.14952852365942,8
9,2014-03-28,4,8.25,0.25,1.5,0.0980998424889587,12984.041001558304,1.0,0.0,2655.327,4794.411,2162.614,0.0,0.0,0.0,231.768,1918.225,647.093,305.073,14.226,0.0,0.0,0.0,0.0,0.1387572045417767,9
