,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,sleep
0,2014-04-08,1,7.0,0.0,0.0,0.0583333333333333,3142.1170003414154,1.0,1.0,1323.178,1606.333,0.0,0.0,0.0,53.185,56.986999999999995,1089.8680000000002,0.0,0.0,0.0,,15.559221388888888
1,2014-04-09,2,7.6,0.4,0.4,0.1785014005602242,8032.716000556944,9.0,2.0,1890.7689999999998,3614.843999999999,1061.4940000000001,0.0,572.113,124.362,374.531,292.578,44.827,0.0,4.123,,19.873310555555555
2,2014-04-10,3,6.5,-0.5,0.25,0.08981092436974782,8173.73999977112,0.0,0.0,1916.8890000000001,2530.3679999999995,23.124000000000002,0.0,154.732,74.541,331.954,3919.0520000000006,86.643,0.0,0.0,,11.0
3,2014-04-11,4,8.0,0.5,1.25,0.15000000000000008,6854.94299983978,2.0,8.0,1946.2250000000001,3046.492,0.0,0.0,40.733,1.025,66.663,3991.986,94.007,0.0,0.0,,13.846053333333334
4,2014-04-12,5,7.0,-0.2,0.2,0.2572131147540982,1331.22100019455,3.0,1.0,10699.218999999997,614.4089999999999,0.0,0.0,0.0,20.135,82.87999999999998,862.836,0.0,0.0,0.0,,15.179789166666668
5,2014-04-13,6,6.666666666666667,-1.0,0.6666666666666666,0.00416666666666665,6072.721000671383,3.0,0.0,933.042,4003.0950000000003,0.0,0.0,275.75800000000004,54.74699999999999,106.525,646.166,0.0,0.0,0.0,,13.24969111111111
6,2014-04-14,0,6.25,0.75,0.0,0.22985510097036455,7335.100999116898,8.0,0.0,1169.208,5198.364,0.0,0.0,0.0,0.0,71.51,888.2510000000001,0.0,0.0,0.0,,15.807162777777778
7,2014-04-15,1,6.5,0.0,0.25,0.15323109604634516,4224.360002040863,2.0,1.0,1432.828,2176.031,0.0,0.0,0.0,0.0,247.418,248.51000000000002,86.227,0.0,0.0,,14.916467222222222
8,2014-04-16,2,7.0,-0.2,0.4,0.24774670954509864,7791.327999114991,6.0,3.0,1126.771,5627.844000000001,60.439,0.0,0.0,164.333,264.772,519.0,22.274,0.0,0.0,,20.349038888888888
9,2014-04-17,3,6.75,0.75,0.25,0.15921203899432596,16831.093001604077,3.0,0.0,1684.9660000000003,9013.057,0.0,0.0,0.0,404.33200000000005,134.531,5407.369000000001,185.435,0.0,0.0,,20.147825277777777
10,2014-04-18,4,6.5,-0.75,-0.25,0.18531870554008903,11284.80299901962,3.0,14.0,3831.1700000000005,7248.858,0.0,0.0,10.035,0.0,251.518,839.2149999999999,157.3,0.0,0.0,,16.362249722222224
11,2014-04-19,5,7.0,-0.5,0.25,0.20152126099706744,6997.879001617435,7.0,0.0,696.0489999999999,4050.383,0.0,0.0,142.37400000000002,25.150000000000002,647.5719999999999,1435.349,0.0,0.0,0.0,,9.021363055555556
12,2014-04-20,6,7.2,0.0,0.0,0.061666666666666606,5650.9050002098065,3.0,0.0,621.245,4546.954,0.0,0.0,62.141,0.0,124.18299999999999,244.89999999999998,37.179,0.0,0.0,,15.939141111111113
13,2014-04-21,0,6.8,-0.8,0.4,0.1833333333333333,10534.427000761034,5.0,10.0,2898.491,3693.344,0.0,0.0,327.173,0.0,186.242,2952.8329999999996,710.234,0.0,0.0,,15.0656625
14,2014-04-22,1,8.0,0.0,1.0,0.18750000000000017,10139.858999967575,10.0,0.0,4922.9980000000005,4522.106000000001,0.0,0.0,18.07,38.502,223.73199999999997,69.055,45.257,0.0,0.0,,13.411334166666666
15,2014-04-23,2,7.25,0.5,0.5,0.22701149425287356,9484.589999437338,4.0,4.0,1907.608,5851.562,0.0,0.0,0.0,114.998,143.438,1980.8229999999999,0.0,0.0,0.0,,14.395155833333334
16,2014-04-24,3,6.2,-1.4,0.0,0.1416666666666666,9323.313000679012,7.0,0.0,2438.474,6377.088,0.0,0.0,125.65400000000001,0.0,129.659,664.874,480.976,0.0,0.0,,16.713323333333335
17,2014-04-25,4,6.5,-0.75,0.0,0.11250000000000002,6105.490999937063,2.0,0.0,1725.9769999999999,3664.9389999999994,1186.037,0.0,230.332,2.012,86.02699999999999,86.349,148.17200000000003,0.0,0.0,,16.12157638888889
18,2014-04-26,5,6.5,0.75,0.5,0.35774925831744026,7169.745999574658,6.0,0.0,1514.6039999999998,4994.253000000001,0.0,0.0,907.255,0.0,76.756,0.0,0.0,0.0,0.0,,5.137735833333333
19,2014-04-27,6,7.375,-0.125,0.75,0.04930555555555555,5666.2360007762945,1.0,0.0,565.49,2362.734,0.0,0.0,245.612,10.158999999999999,54.348,2552.732,0.0,0.0,0.0,,14.080202777777778
20,2014-04-28,0,7.0,0.2,0.6,0.24333333333333346,12625.675998687742,12.0,4.0,1968.044,9136.68,312.591,187.268,322.719,2.007,467.221,4.081,45.408,50.439,0.0,,20.906280833333334
21,2014-04-29,1,6.0,-1.6,-0.6,0.06325068870523413,11550.89899921417,9.0,10.0,2932.996,7835.871,690.371,0.0,228.26,0.0,331.493,625.513,14.916,0.0,0.0,,17.323748055555555
22,2014-04-30,2,6.4,1.0,-0.2,0.14166666666666658,13588.461998701101,6.0,1.0,8415.161,7365.003000000001,283.013,0.0,436.24800000000005,0.0,254.028,0.0,143.37,0.0,0.0,,18.755722499999997
23,2014-05-01,3,7.0,-0.8,0.4,0.0927685950413224,8685.81999897957,20.0,1.0,1973.869,6249.057000000001,0.0,0.0,0.0,178.414,235.065,120.227,208.069,0.0,0.0,,18.00974027777778
24,2014-05-02,4,6.5,-0.75,0.0,0.25899122807017533,8664.959000349045,9.0,1.0,1731.307,4789.424000000001,0.0,0.0,171.17000000000002,9.071,174.81,2320.481,0.0,0.0,0.0,,14.767040555555555
25,2014-05-03,5,6.375,-0.25,0.0,0.11874999999999993,10984.922000169758,5.0,1.0,4210.281,3880.62,338.399,31.148,73.016,0.0,127.197,2120.875,388.27299999999997,0.0,0.0,,11.0
26,2014-05-04,6,7.2,1.0,0.6,0.28666666666666674,8951.330997943876,2.0,0.0,995.17,4433.273999999999,2645.935,0.0,983.35,0.0,240.584,0.0,1343.817,0.0,0.0,,12.0
27,2014-05-05,0,6.666666666666667,-1.0,0.0,0.060185185185185196,6674.794000148771,3.0,1.0,1082.682,4978.142,69.616,0.0,197.199,129.971,59.858000000000004,141.978,0.0,0.0,0.0,,13.595606666666667
28,2014-05-07,2,7.0,-0.4,0.0,0.24325638833475843,24357.115999698646,7.0,1.0,3212.309,12185.218,1502.705,40.457,2752.039,255.344,738.5530000000001,1093.436,113.982,2403.134,0.0,,19.465965833333332
29,2014-05-08,3,6.5,-0.5,0.0,0.27906336088154254,4190.733999252319,0.0,0.0,968.9930000000002,1205.567,1164.2300000000002,0.0,376.454,0.0,145.762,518.437,103.71300000000001,0.0,0.0,,11.0
