,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,sleep
0,2014-03-22,5,6.666666666666667,0.0,0.6666666666666666,0.029166666666666702,6165.0740003585815,0.0,0.0,162.177,3204.4300000000003,5363.163,0.0,0.0,7.154999999999999,197.279,122.56800000000001,193.317,0.0,3.0229999999999997,,13.0
1,2014-03-23,6,7.0,0.5,0.5,0.17083333333333325,4222.132999181749,0.0,1.0,51.663000000000004,2216.421,2239.011,0.0,0.0,8.267,79.87100000000001,18.333,7.177,0.0,1.005,,11.746520833333333
2,2014-03-24,0,7.25,0.75,0.5,0.09375000000000008,9050.307000875473,0.0,0.0,275.173,4283.11,34860.359,54.492000000000004,0.0,4.090999999999999,63.77,863.9850000000001,436.96,324.702,22.715999999999998,,13.066197222222222
3,2014-03-25,1,6.4,0.4,-0.2,0.02166666666666666,5571.640001535414,1.0,0.0,312.934,1912.0970000000002,2985.053,106.12,0.0,10.256,93.27,132.36399999999998,0.0,0.0,0.0,,15.7810525
4,2014-03-26,2,7.25,0.25,0.5,0.19561781609195408,9629.45800018311,3.0,2.0,668.68,2008.571,3215.2200000000003,0.0,0.0,1.004,43.715,305.33,32.474,0.0,79.015,,16.361192222222222
5,2014-03-27,3,7.8,0.0,0.8,0.11333333333333333,3833.252998828888,1.0,0.0,192.439,754.288,2352.767,61.349,0.0,0.0,101.877,243.868,1.01,109.457,0.0,,17.731338055555558
6,2014-03-28,4,8.25,-0.5,1.0,0.03541666666666668,6782.823000907894,4.0,0.0,432.479,1287.174,3130.4640000000004,0.0,0.0,6.096,247.09499999999997,594.79,983.769,20.213,70.97200000000001,,10.690269722222222
7,2014-03-29,5,7.8,-0.4,0.8,0.06166666666666666,12410.476000309,5.0,0.0,554.6680000000001,4920.669,6464.348999999999,56.071,0.0,0.0,60.888999999999996,188.847,157.702,0.0,3.242,,12.0
8,2014-03-30,6,8.0,-1.0,1.25,0.05625,8258.16099858284,2.0,1.0,1384.0129999999997,3371.535,3013.5,21.601,0.0,0.0,44.693,364.026,0.0,0.0,4.061,,9.382691944444444
9,2014-03-31,0,7.2,-0.2,0.4,0.19500000000000012,6133.129999399185,2.0,0.0,367.039,3063.091,1927.9460000000001,0.0,0.0,4.1,49.545,138.012,576.383,0.0,4.042999999999999,,18.196068888888888
10,2014-04-01,1,7.6,-0.2,0.6,0.09833333333333327,10816.855000734326,6.0,0.0,2496.0439999999994,4082.8610000000003,3088.985,220.914,0.0,0.0,59.088,107.098,137.18,620.648,0.0,,12.0
11,2014-04-02,2,6.4,0.2,0.0,0.17032212885154058,6227.464000940327,2.0,0.0,1338.677,2126.804,2435.8180000000007,0.0,0.0,0.0,83.46800000000002,33.83,0.0,108.856,64.333,,12.410995277777777
12,2014-04-03,3,7.2,0.0,0.4,0.2783333333333332,5807.393999814987,2.0,0.0,220.449,1878.138,1818.0400000000002,97.28999999999999,0.0,0.0,57.86,167.558,1483.3449999999998,80.247,0.0,,20.604486666666666
13,2014-04-04,4,7.25,-0.25,0.75,0.14999999999999994,6634.971999168396,4.0,1.0,652.0050000000001,2863.553,2515.813,44.758,0.0,4.04,91.945,208.386,248.35999999999999,0.0,3.0869999999999997,,13.52785
14,2014-04-05,5,7.5,-0.5,0.75,0.1041666666666666,3778.7350006103516,0.0,0.0,52.065,1714.455,1505.8459999999998,3.014,256.011,0.0,81.636,109.2,52.068,0.0,1.007,,13.0
15,2014-04-06,6,7.0,-0.2,0.8,0.15833333333333327,7252.855001449587,0.0,0.0,164.757,3680.5620000000004,3023.312,51.71,0.0,1.012,50.789,242.17100000000002,0.0,0.0,1.013,,12.325041111111112
16,2014-04-07,0,6.2,-0.25,0.0,0.14166666666666666,7933.70600271225,0.0,0.0,285.619,3682.926,3043.705,76.338,0.0,7.0680000000000005,59.697,319.416,348.16200000000003,4.098,21.308999999999997,,14.837905555555555
17,2014-04-08,1,7.2,-0.2,0.8,0.13666666666666655,3815.97900080681,0.0,1.0,216.22299999999998,1623.3410000000001,17205.63,137.898,0.0,1.032,69.04599999999999,29.348,389.942,0.0,0.0,,13.090071388888889
18,2014-04-09,2,6.75,0.3333333333333333,0.25,0.125,3900.0449998378754,2.0,0.0,292.969,1540.2060000000001,1983.3379999999995,22.293,0.0,0.0,28.319000000000003,19.259,26.014,0.0,0.0,,15.0
19,2014-04-10,3,6.0,0.3333333333333333,0.0,0.0,2899.3600013256073,1.0,0.0,281.471,1089.144,1271.9180000000001,23.372,0.0,0.0,19.176000000000002,210.417,0.0,0.0,2.019,,16.55822611111111
20,2014-04-11,4,6.4,0.2,0.4,0.052777777777777764,5557.235999107355,0.0,0.0,2.008,713.915,652.83,23.749,0.0,0.0,29.571999999999996,0.0,598.908,230.96499999999997,0.0,,19.307398333333335
21,2014-04-12,5,7.2,-0.2,0.8,0.01666666666666665,2837.3220002651215,2.0,0.0,0.0,1617.8940000000002,1202.845,0.0,0.0,0.0,38.531,0.0,0.0,0.0,59.098000000000006,,15.667439444444444
22,2014-04-13,6,6.333333333333333,-0.3333333333333333,0.5,0.26666666666666666,982.5590000152588,0.0,0.0,9.167,486.087,236.113,0.0,0.0,0.0,22.291,0.0,228.029,0.0,1.008,,14.942064722222222
23,2014-04-14,0,6.0,-1.0,0.0,0.05833333333333333,1200.2950000762942,1.0,2.0,78.503,320.59900000000005,532.446,0.0,0.0,5.029,32.617000000000004,0.0,260.73199999999997,0.0,0.0,,13.832206666666668
24,2014-04-15,1,6.0,0.5,0.0,0.0333333333333333,1265.0999996662135,0.0,0.0,120.66499999999999,495.217,753.718,0.0,0.0,0.0,11.277000000000001,0.0,0.0,0.0,0.0,,18.02618611111111
25,2014-04-16,2,5.0,-0.5,-0.5,0.075,1061.658000230789,0.0,1.0,8.094,208.99699999999999,669.352,148.776,0.0,0.0,29.612,0.0,0.0,0.0,0.0,,21.718795
26,2014-04-17,3,6.5,-0.25,0.5,0.17986111111111103,2049.1510004997244,1.0,1.0,33.623,1255.591,679.323,0.0,0.0,0.0,23.21,0.0,43.02400000000001,151.64100000000002,5.106999999999999,,13.0
27,2014-04-18,4,6.75,-0.5,0.5,0.31638257575757583,2440.414999961853,2.0,1.0,128.077,683.198,1411.533,61.897999999999996,0.0,72.352,21.102,38.117,22.127,0.0,1.005,,13.392113333333333
28,2014-04-19,5,7.5,-0.25,1.0,0.20347222222222236,1388.3229992389688,0.0,0.0,15.171,646.605,611.625,54.833,0.0,0.0,20.803,36.476,0.0,0.0,2.006,,19.50736777777778
29,2014-04-20,6,6.75,0.25,0.25,0.0,999.1380002498624,0.0,0.0,2.012,260.103,195.88,0.0,0.0,4.028,0.0,0.0,536.7139999999999,0.0,0.0,,12.19087388888889
30,2014-04-21,0,6.75,-0.75,0.75,0.0,656.9329998493195,1.0,0.0,66.726,140.42499999999998,389.752,32.886,0.0,0.0,16.339,267.892,0.0,108.031,2.205,,15.526026944444444
31,2014-04-22,1,6.5,1.0,0.0,0.1647727272727272,1899.8359999656666,7.0,0.0,811.3380000000001,439.669,1141.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0
32,2014-04-23,2,6.0,-1.0,0.0,0.02083333333333335,3082.9069995880127,2.0,1.0,792.504,1021.2,1151.288,71.327,0.0,0.0,23.765,26.468,0.0,0.0,0.0,,12.0
33,2014-04-24,3,6.75,0.0,0.75,0.0,1302.4599993228908,6.0,1.0,35.474000000000004,365.38,832.3199999999999,0.0,0.0,0.0,7.085,28.135,0.0,30.26,0.0,,16.0
34,2014-04-25,4,7.25,0.25,1.0,0.5,1052.3760006427763,0.0,0.0,13.18,529.365,828.1410000000001,47.889,0.0,0.0,15.420000000000002,0.0,4.024,71.25999999999999,0.0,,22.922655555555554
